"language_code","language_name","language_synonym","thesaurus_heading_language","approximate_latitude_of_language_variety","approximate_longitude_of_language_variety","uri"
"Y123","Dyirbal / Jirrbal","Dyirbal|Djirbalngan|Djiru|Giramay|Gulngai|Jirrbalngan|Keramai|Malanbara|Ngatjan|Mamu|Djirubal|Djirbal|Tjirbal|Chirpalji|Dyirbaldyi|Dyirbalngan|Chirpa|Choolngai|Njirma","Dyirbal / Jirrbal language Y123","-17.740226555635","145.661334021950","https://collection.aiatsis.gov.au/austlang/language/y123"
"Y124","Djiru","Djirru|Djirbalngan|Giramay|Gulngai|Jirrbalngan|Keramai|Malanbara|Ngatjan|Mamu|Dyiru|Iimba|Djiru:|Djirubagala|Dyirubagala|Gerrah|Gillah","Djiru language Y124","-17.907223658781","146.052137499990","https://collection.aiatsis.gov.au/austlang/language/y124"
"Y125","Tagalaka","Takalak|Thaypan|Tagalag|Dagalang|Da:galag|Targa lag|Tarkalag","Tagalaka language Y125","-18.197327625800","142.961227171970","https://collection.aiatsis.gov.au/austlang/language/y125"
"Y126","Gulngay","Dyirbal|Djirbalngan|Gulngai/Malanbara|Djiru|Giramay|Gulngai|Jirrbalngan|Keramai|Malanbara|Ngatjan|Mamu|Djulngai|Gulnggai|Gulngui|Gulnguy|Kulngai|Kurlngay|Kurungai|Mallanpara|Tjulngai|Tully blacks","Gulngay language Y126","-17.961773039318","145.852533338770","https://collection.aiatsis.gov.au/austlang/language/y126"
"Y127","Girramay","Dyirbal|man","Girramay language Y127","-18.110030345362","145.732632906320","https://collection.aiatsis.gov.au/austlang/language/y127"
"Y128","Gugu Badhun","Gudjal|Guridjal|Kokopatun|Kutjala|Warungu|Badun|Breaba|Breeaba|Jullanku|Koko Padun|KokoPatun|Koko Badun|Patun|Koko Patun","Gugu Badhun language Y128","-18.690340786321","145.232987210740","https://collection.aiatsis.gov.au/austlang/language/y128"
"Y129","Nywaigi","Nyawaygi|Manbara|Nawagi|Warakamai|Wulgurukaba|Geugagi|Negewi|Newigi|Nyawigi|Njawigi","Nywaigi language Y129","-19.147356322328","146.391953381930","https://collection.aiatsis.gov.au/austlang/language/y129"
"Y13","Unjadi","Ojnandi|Onyengadi|Unyadi|Oyungo|Oyonggo|Empikeno|Umtadee|Wundjur","Unjadi language Y13","","","https://collection.aiatsis.gov.au/austlang/language/y13"
"Y130","Biyay","Wargamaygan|Bandjin|Warakamai|Bandji|Bandyin|Banjin|Biaigiri|Bijai|Bundjin|Kunyin|Uradig|Bandyi","Biyay language Y130","-18.347981952450","146.169416804000","https://collection.aiatsis.gov.au/austlang/language/y130"
"Y131","Yanga","Jangaa|Janggal|Janga:|Yangaa|Purkaburra","Yanga language Y131","-19.085820790046","143.465488417610","https://collection.aiatsis.gov.au/austlang/language/y131"
"Y132","Agwamin","Wamin|Ewamin|Wakamon|Wakara|Ak Waumin|Wommin|Waumin|Wawmin|Walamin|Wimanja|Egwamin|Gwamin|Walming|Wailoolo","Agwamin language Y132","-17.675669954614","144.166805743510","https://collection.aiatsis.gov.au/austlang/language/y132"
"Y132.1","Wamin","","","-18.781422577031","144.141197323500","https://collection.aiatsis.gov.au/austlang/language/y132.1"
"Y133","Warrungu","Warungu|Gugu Badhun|Gudjal|Guridjal|Kokopatun|Kutjala|Bara Warrialgona|Kuritjal|Warrialgona","Warrungu language Y133","-18.034036734305","145.239732058380","https://collection.aiatsis.gov.au/austlang/language/y133"
"Y134","Warrgamay","Wargamay|Wargamaygan|Bandjin|Warakamai|Bungabara|Herbert River tribe|Ieklbara|Waragamai|Waragumaigan|Waregamai|Warekumay|Warkama|Warkamai|Wargumay|Ikelbara","Warrgamay language Y134","-18.437508670950","145.797935859590","https://collection.aiatsis.gov.au/austlang/language/y134"
"Y135","Wulgurukaba","Manbara|Nyawaygi|Korambelbara|Mun ba rah","Wulgurukaba language Y135","-18.865013986954","146.643394308930","https://collection.aiatsis.gov.au/austlang/language/y135"
"Y136","Mbarrumbathama","Lamalama|Lama Lama|Mba Rumbathama|Bakanambia|Wanbara|Lamu Lamu|Jeteneru|Badjam|Baganambia|Been gee warra|Funggufan|Koko Lama Lama|Kookoymma|Kulamak|Rimanggudinhma|Rumbatama|Rumbathama|Mba Rrumbathama","Mbarrumbathama language Y136","-14.881623859293","143.834283278320","https://collection.aiatsis.gov.au/austlang/language/y136"
"Y137","Bindaga","","","","","https://collection.aiatsis.gov.au/austlang/language/y137"
"Y138","Ganganda","Baka|Banjigam|Baranguan|Barungguan|Barunguan|Entiga|Entjinga|Gan ganda|Jindgingga|Jindingga|Jintjingga|Njindingga|Umbindhamu|Umbuigamu|Yintjingga","Ganganda language Y138","","","https://collection.aiatsis.gov.au/austlang/language/y138"
"Y139","Gunggarbara","","","","","https://collection.aiatsis.gov.au/austlang/language/y139"
"Y14","Yangathimri","Tjungundji|Tjongkandji|Chinganji|Chongandji|Chunkunji|Djonggandji|Joongoonjie|Joonkoonjee|Ngucrand|Tjongangi|Tyongandyi|Tjunguntji|Chin ganji","Yangathimri language Y14","-12.019926113023","141.871147985100","https://collection.aiatsis.gov.au/austlang/language/y14"
"Y141","Madhirdirl","","","","","https://collection.aiatsis.gov.au/austlang/language/y141"
"Y142","Mbo'aru","","","","","https://collection.aiatsis.gov.au/austlang/language/y142"
"Y144","Ug Windjila","Ugwindjila","","","","https://collection.aiatsis.gov.au/austlang/language/y144"
"Y145","Waigur","Aragu|Agwulgu","","","","https://collection.aiatsis.gov.au/austlang/language/y145"
"Y146","Walboram","","","","","https://collection.aiatsis.gov.au/austlang/language/y146"
"Y147","Walmbarddha","Bakanambia|Banambia|Banambila|Buruman|Kokaoalamalma|Kokolamalama|Lamalama|Lamul lamul|Mug Ngambaram|Mukinna|Walmbar|Walmbardha|Walmbaria|Wambara|Wanbara|Yalnga bar","","","","https://collection.aiatsis.gov.au/austlang/language/y147"
"Y148","Wulbudjibur","","","","","https://collection.aiatsis.gov.au/austlang/language/y148"
"Y149","Jabunbarra Jirrbal","Jirrbal|Dyabunbarra Dyirrbal","","-17.804286992661","145.839965538930","https://collection.aiatsis.gov.au/austlang/language/y149"
"Y15","Teppathiggi","Taepadhighi|Tepiti|Debidi|Debidigh|Tepithiki|Teyepathiggi|Teepani","Teppathiggi language Y15","-12.076686624177","142.072708743740","https://collection.aiatsis.gov.au/austlang/language/y15"
"Y150","Walmalbarra","","","-18.058996067778","145.995579211340","https://collection.aiatsis.gov.au/austlang/language/y150"
"Y151","Jirribarra Mamu","Dyirbal|Mamu|Dyiribara|Djirribarra|Djiribara","","-17.612271165573","146.051440675510","https://collection.aiatsis.gov.au/austlang/language/y151"
"Y152","Gambilbarra Jirrbal","Gambilbarra Dyirrbal |Tablelands Jirrbal","","-17.680534902205","145.389807324940","https://collection.aiatsis.gov.au/austlang/language/y152"
"Y153","Buluguyban","Bulugujban","","-18.708380642602","146.562423115270","https://collection.aiatsis.gov.au/austlang/language/y153"
"Y154","Mulgu","","","-18.734102168312","146.622501278910","https://collection.aiatsis.gov.au/austlang/language/y154"
"Y155","Coonambella","","","-19.265119283437","146.817866110840","https://collection.aiatsis.gov.au/austlang/language/y155"
"Y156","Marrett River language","","","-14.393619792306","144.174196350060","https://collection.aiatsis.gov.au/austlang/language/y156"
"Y157","Mbarmburmu","","","","","https://collection.aiatsis.gov.au/austlang/language/y157"
"Y158","China Camp","","","-16.047492802368","145.299458312640","https://collection.aiatsis.gov.au/austlang/language/y158"
"Y159","Gugu Dyilin","Gugu Djilin|Gugu-Buyun|Gugu Dyilin","","","","https://collection.aiatsis.gov.au/austlang/language/y159"
"Y16","Ngadhugudi","Athokurra|Nathokudi|uthukuti|Ngathokadi|Ngathokudi|Uthukuti|Unthkuti","","-12.078376776180","142.348611954000","https://collection.aiatsis.gov.au/austlang/language/y16"
"Y160","Guluy","Dyaabugay","","-16.935237198007","145.446564276300","https://collection.aiatsis.gov.au/austlang/language/y160"
"Y161","Kuku Jakandji","","","-16.649676048725","145.210664100090","https://collection.aiatsis.gov.au/austlang/language/y161"
"Y162","Nyagali","Njagali|Dyaabugay|Tjapukai|Tjapukandji|Tja:pukanja|Tjabogai tjandji|Tjabogai tjanji|Tcabogai tjanji|Toabogai tjani|Tjabogaijanji|Dyabugandyi|Dyabugay|Tapelcay|Tuffelcey|Koko njunkulu|Koko nyungalo|Koko Tjumbundji|Hileman|Njakali|Nyakali|Barron River dialect|Binggu","","-16.548251677503","145.452323376340","https://collection.aiatsis.gov.au/austlang/language/y162"
"Y163","Kuku Yalaja","Kuku Yelandji","","-16.120929465587","144.543198973480","https://collection.aiatsis.gov.au/austlang/language/y163"
"Y164","Wulbura","","","","","https://collection.aiatsis.gov.au/austlang/language/y164"
"Y165","Wanyurr","","","","","https://collection.aiatsis.gov.au/austlang/language/y165"
"Y167","Dhalundhirr","dhalun dhirr with the sea","","-15.253827577513","145.280103488820","https://collection.aiatsis.gov.au/austlang/language/y167"
"Y168","Waguurrga","Waguurr ga of the outside","","-15.113273970809","144.924563149530","https://collection.aiatsis.gov.au/austlang/language/y168"
"Y169","Kuuku I'yu","Guugu Iyu|Kuuku Iiyu|Kuuku Iyu","","-12.188160810057","142.879671215380","https://collection.aiatsis.gov.au/austlang/language/y169"
"Y17","Itinadyana","Mpalitjanh|Atjinuri|Adjinadi|Adjinuri|Etanyanu|Imatjana|Indjinadjana|Itinadjana|Itinadyana|Itinadyand|Nedgulada|Ulwadjana|Ulwawadjana|Inadjana|Adyinuri|Idj-Inadjana","Adyinuri / Idj-Inadjana language Y17","-12.126340021118","142.653903595170","https://collection.aiatsis.gov.au/austlang/language/y17"
"Y170","Kuuku Yani","Kuuku yani|Barunguan|Yindyingga|Guugu Yani|Kuuku Yini|Kuuku Yin|Kuuku Yin(i)","","-13.921628465060","143.431496152270","https://collection.aiatsis.gov.au/austlang/language/y170"
"Y171","Ogh Igadj","","","-16.402550903482","142.157420949160","https://collection.aiatsis.gov.au/austlang/language/y171"
"Y172","Wik Iyanh","Kugu/Wik Iyanh|Wik Iiyanh|Wik Iyanja|Wikianji|Wik Iiyanyi|Wik Iiyeny|Wikianyi|Wik Iyena|Wik Iiyenj |Wik Iiyanji |Mungkanhu","","-14.429895365243","141.937470396730","https://collection.aiatsis.gov.au/austlang/language/y172"
"Y173","Wik-keyangan","Wik Keyenganh|Wik Kayngan","","-14.189513726544","141.905441623650","https://collection.aiatsis.gov.au/austlang/language/y173"
"Y174","Kugu Mangk","Kugu/Wik Mangk|Kuku Mangk|Kugu Yianh|Yian|Kuuk Mangka|Yirr Maqa","","","","https://collection.aiatsis.gov.au/austlang/language/y174"
"Y175","Kugu Ugbanh","Kugu/Wik Ugbanh|Kuku Ugbanh","","-14.507990345832","141.634664404390","https://collection.aiatsis.gov.au/austlang/language/y175"
"Y176","Kugu Uwanh","Kugu/Wik Uwanh|Kuku Uwanh|Gugu Uwanh","","-14.558867180771","141.651297321100","https://collection.aiatsis.gov.au/austlang/language/y176"
"Y178","Kugu Yi'anh","Kugu Yianh|Kugu/Wik Yianh","","-14.486698904758","141.654912060440","https://collection.aiatsis.gov.au/austlang/language/y178"
"Y179","Wantjika","","","","","https://collection.aiatsis.gov.au/austlang/language/y179"
"Y18","Ulwawadjana","Ebawudjena|Atjinuri|Adjinadi|Itinadjana|Itinadyana|Itinadyand|Nedgulada|Imatjana|Ulwadjana","Ulwawadjana language Y18","","","https://collection.aiatsis.gov.au/austlang/language/y18"
"Y180","Nhawalgaba","Gabilgara","","-19.235267707586","146.789051289080","https://collection.aiatsis.gov.au/austlang/language/y180"
"Y181","Western Ayapathu","","","","","https://collection.aiatsis.gov.au/austlang/language/y181"
"Y183","Atampaya","Anggamudi|Ankamuti|Bawtjathi|Lotiga|Nggamadi|Uradhi|Utangikwathiya|Utudhanamu|Atambaya|Atambayag","","-11.584849294384","142.328730037120","https://collection.aiatsis.gov.au/austlang/language/y183"
"Y184","Uradhi","Anggamudi|Ankamuti|Atampaya|Bawtjathi|Lotiga|Nggamadi|Utangikwathiya|Utudhanamu","","-11.890596380931","142.159069788150","https://collection.aiatsis.gov.au/austlang/language/y184"
"Y185","Awngthim","Mamngayt|Mamngayth|Winduwinda|Mamangathi|Mamangiti|Mamngaid","","-12.711537418648","141.821287878610","https://collection.aiatsis.gov.au/austlang/language/y185"
"Y186","Mpakwithi","","","-12.284022164349","141.933170522930","https://collection.aiatsis.gov.au/austlang/language/y186"
"Y187","Mutyanthi","Mutjati|Mutyati","","-11.916541529331","142.786733731870","https://collection.aiatsis.gov.au/austlang/language/y187"
"Y188","Kokiny","Kokinj","","-16.475660562145","141.585936529790","https://collection.aiatsis.gov.au/austlang/language/y188"
"Y19","Yuputhimri","Yupangathi|Nggerikudi|Yupungati|Jupangati|Angadimi|Angutimi|Ba:tyana|Batjana|Gametty|Gamite|Jopngadi|Jupngit|Mbatyana|Ngerikudi|Nggirikudi|Niggerikudi|Ra:kudi|Wimaranga|Wimarangga|Wimarango|Wimmarango|Yopngadi|Yupangati|Yupnget|Yupngit|Yupungatti|Yuupngati|Nggerigudi|Yupngayth|Yupun gatti|Nigger ikudi","Yuputhimri language Y19","-12.153510460909","141.794622092270","https://collection.aiatsis.gov.au/austlang/language/y19"
"Y190","Yumukuntyi","","","-10.914941191676","142.464758400090","https://collection.aiatsis.gov.au/austlang/language/y190"
"Y191","Gudang","Uradhi","","-10.867276299764","142.587890747670","https://collection.aiatsis.gov.au/austlang/language/y191"
"Y192","Andooyomo","","","-10.938013975988","142.607278463330","https://collection.aiatsis.gov.au/austlang/language/y192"
"Y193","Uyungkuthi","","","-12.083564115808","142.655698413190","https://collection.aiatsis.gov.au/austlang/language/y193"
"Y194","Utyangikwathiya","","","-11.892225785948","142.472110455810","https://collection.aiatsis.gov.au/austlang/language/y194"
"Y195","Rimanggudinhma","Rimang Gudinhma|Rima nggudininhma|Mbariman Gudhinma|Barimangudinma|Port Stewart Lamalama|Parimankutinma","","-14.486837942064","143.782509858920","https://collection.aiatsis.gov.au/austlang/language/y195"
"Y197","Ogh Angkula","","","","","https://collection.aiatsis.gov.au/austlang/language/y197"
"Y198","Ogh Ikarranggal","Ikarranggal|Aghu Tharnggalu|Ikarranggali","","-14.633398605782","143.941882265570","https://collection.aiatsis.gov.au/austlang/language/y198"
"Y199","Ogh Alungul","Koko Possum/Alngula","","-14.680814632363","144.076331341930","https://collection.aiatsis.gov.au/austlang/language/y199"
"Y2","Kalaw Kawaw Ya","Kalaw Kawaw Ya/Kalaw Lagaw Ya|Kala Lagaw Ya|Gudang|Kaurareg|Moait|Moalaig|Bo:gu|Buglial|Bulgai|Dauan Saibai|Kowrarega|Karualaig|Dauan|Boigu|Saibai","Kalaw Kawaw Ya language Y2","-9.352026425921","142.478806912400","https://collection.aiatsis.gov.au/austlang/language/y2"
"Y20","Anguthimri","Adumakwithi|Baatjana|Bakwithi|Bwinitanikwithi|Jupangati|Lwipanadjini|Wimaranga|Anggadimi|Angudimi|Angutimi|Gautundi|Mbadjana|Mbahjana|Mbakudi|Mbugudi|Mpakwithi|Rakudi|Yupngayth|Awngthim|Yuupngati|Yupangati|Yupungati|Yupnget|Yupun gatti|Yopngadi|Nggerikudi|Nggirikudi|Ngerikudi|Nigger ikudi|Ra:kudi|Angadimi|Batjana|Mbatyana|Ba:tyana|Wimarangga|Wimarango|Wimmarango","Anguthimri language Y20","-12.377732483631","141.836094165920","https://collection.aiatsis.gov.au/austlang/language/y20"
"Y200","Kuuk Yak","Yak|Kuuku Yak|Koko Yak","","-14.877183523042","141.731565283200","https://collection.aiatsis.gov.au/austlang/language/y200"
"Y201","Ogh Awarrangg","Kawarrang|Okawarrangg|Kawarrang;|Kawarangg","","-16.073082509497","143.004379483580","https://collection.aiatsis.gov.au/austlang/language/y201"
"Y202","Ndrangith","Ndrrangith","","","","https://collection.aiatsis.gov.au/austlang/language/y202"
"Y203","Koko Babangk","Kok Peponk","","-15.815809443180","141.483419772900","https://collection.aiatsis.gov.au/austlang/language/y203"
"Y204","Koko Beberam","","","","","https://collection.aiatsis.gov.au/austlang/language/y204"
"Y205","Ndwa'ngith","Ndwangith","","","","https://collection.aiatsis.gov.au/austlang/language/y205"
"Y206","Ogh Undjan","Kunjen|Okunjan","","-16.265658715327","142.391756545550","https://collection.aiatsis.gov.au/austlang/language/y206"
"Y207","Uw El","","","-15.145513895239","141.828207767790","https://collection.aiatsis.gov.au/austlang/language/y207"
"Y208","Uw Olem","Agu Adhal; Tommyhawk Language","","","","https://collection.aiatsis.gov.au/austlang/language/y208"
"Y209","Kok Wap","","","-15.395141978462","141.723541744170","https://collection.aiatsis.gov.au/austlang/language/y209"
"Y21","Nyuwathayi","Njuwadhai|Luthigh|Njuwathai|Totj|Nyowathayi","Nyuwathayi language Y21","-12.408910003824","142.313168187560","https://collection.aiatsis.gov.au/austlang/language/y21"
"Y210","Kirka","","","-14.931001240529","141.665747290590","https://collection.aiatsis.gov.au/austlang/language/y210"
"Y221","Di:ru","","","","","https://collection.aiatsis.gov.au/austlang/language/y221"
"Y211","Uutaalnganu","Kawadji|Pontunj|Yankonyu|Uwtalngan|Night Island language","","-13.099027810554","143.340605307710","https://collection.aiatsis.gov.au/austlang/language/y211"
"Y212","Thayem","Thaayem|Tayem","","","","https://collection.aiatsis.gov.au/austlang/language/y212"
"Y213","Ungan","","","","","https://collection.aiatsis.gov.au/austlang/language/y213"
"Y214","Yirrk Thangalkl","Yirr|k|Mel|Dangedl|Yir Yoront Yirr Thangell|Yir Yoront name for Yiirk Thangalkl|Kok Wap|Yirr Mel|Yirrk Mel|Kok Cel","","-15.301274149807","141.616940252560","https://collection.aiatsis.gov.au/austlang/language/y214"
"Y215","Kuuk Thaayunth","Thayunth|Thaayunth|Tayunt","","-14.952619015444","141.646166677510","https://collection.aiatsis.gov.au/austlang/language/y215"
"Y216","Ngaygungu","Warungu","","-17.385312331156","145.375854908560","https://collection.aiatsis.gov.au/austlang/language/y216"
"Y217","Koko-koko","Koko Koko","","","","https://collection.aiatsis.gov.au/austlang/language/y217"
"Y218","Cleveland Bay","Wulgurukaba|Manbara|Nawagi|Warakamai","","-19.293468411882","146.864764619050","https://collection.aiatsis.gov.au/austlang/language/y218"
"Y219","Alodja","Aghu Alowrdja","","-15.678742062756","144.825575374420","https://collection.aiatsis.gov.au/austlang/language/y219"
"Y22","Kuuku Ya'u","Kuuku Yau|Kuuku yau|Pakadji|Gugu Yau|Guugu YauBagadji|Jao|Kao Kokoyao|Koka yao|Koko Ya:o|KokoYao|Koko yao|Kuku Yau|Kuku Yao|Kuuk Yak|Makadama|Yao|Koko Yao","Kuuku Ya'u language Y22","-12.541741200854","143.033874013390","https://collection.aiatsis.gov.au/austlang/language/y22"
"Y220","Biyay","giri|Warrgamay","","-18.577498090678","146.235304945330","https://collection.aiatsis.gov.au/austlang/language/y220"
"Y223","Kokoberrin","Koko Berang","","","","https://collection.aiatsis.gov.au/austlang/language/y223"
"Y224","Kugu Mu'inh","Kugu Muinh|Kugu/Wik Muinh|Kuku Muinh|Wik Muin","","-14.647499538351","141.639782940520","https://collection.aiatsis.gov.au/austlang/language/y224"
"Y226","Wudjar","","","","","https://collection.aiatsis.gov.au/austlang/language/y226"
"Y227","Daru","","","","","https://collection.aiatsis.gov.au/austlang/language/y227"
"Y228","Ithu","Wurkuldi","","","","https://collection.aiatsis.gov.au/austlang/language/y228"
"Y229","Adithinngithigh","Adetingiti","","-12.924228508861","141.711387927090","https://collection.aiatsis.gov.au/austlang/language/y229"
"Y23","Wimaranga","Wimarangga|Jupangati|Yuupngati|Yupangati|Yupungati|Yupnget|Yupun gatti|Yopngadi|Nggerikudi|Nggirikudi|Ngerikudi|Nigger ikudi|Ra:kudi|Angadimi|Angutimi|Batjana|Mbatyana|Ba:tyana|Wimarango|Wimmarango","Wimaranga language Y23","-12.379877148501","141.686740633750","https://collection.aiatsis.gov.au/austlang/language/y23"
"Y230","Muragan","Kunjen|Gugu Nyungkul|Kawarrangg|Laia|Ngundjan|Okunjan|Olkolo|Oykangand","","","","https://collection.aiatsis.gov.au/austlang/language/y230"
"Y231","Yaraytyana","Yaraydjana","","-11.091820698690","142.705685056210","https://collection.aiatsis.gov.au/austlang/language/y231"
"Y232","Yatay","","","-10.683089390777","142.624091947960","https://collection.aiatsis.gov.au/austlang/language/y232"
"Y233","Wakaman","Kuku","","-17.210451963086","144.598422835410","https://collection.aiatsis.gov.au/austlang/language/y233"
"Y235","Dulgubarra Mamu","","Dulgubarra Mamu language Y235","","","https://collection.aiatsis.gov.au/austlang/language/y235"
"Y236","Yintyingka","","Yintyingka language Y236","","","https://collection.aiatsis.gov.au/austlang/language/y236"
"Y237","Athina","","Athina language Y237","","","https://collection.aiatsis.gov.au/austlang/language/y237"
"Y238","Injinoo Ikya","","Injinoo Ikya language Y238","","","https://collection.aiatsis.gov.au/austlang/language/y238"
"Y239","Mabuyag","","","","","https://collection.aiatsis.gov.au/austlang/language/y239"
"Y24","Thaynakwith","Thyanngayth|Tainiguit|Tanikuiti|Taynakwit|Thanaquith|Tjanngayth|Dainguid|Winduwinda|Tyanngayt|Tjanggayth|Tainikudi|Tani kutti|Dainiguid|Tanna gootee","Thaynakwith language Y24","-12.558152841278","141.932427887080","https://collection.aiatsis.gov.au/austlang/language/y24"
"Y25","Mpalitjanh","Uradhi|Atjinuri|Mbalidjan|Mpalitjan|Mpalityan|Mpalityanh|Winduwinda|Windawinda|Ngwatainggeti|Wikwija|Ndomdorin","Mpalitjanh language Y25","-12.102329913662","142.278156696470","https://collection.aiatsis.gov.au/austlang/language/y25"
"Y26","Linngithigh","Leningitij|Winda Winda|Linginiti|Adetingiti|Andyinit|Ndraangit|Cabati|Ladamngid|Latangeti|Latarngit|Leiningidi|Leningiti|Lenngeti|Lenngidgh|Lingitir|Linngithig|Linngiti|Onnatangnit|Umngnity|Winduwinda|Laini ngitti|not the same as Lengiti of Weipa|Leningit","Linngithigh language Y26","-13.172965673585","141.821854531950","https://collection.aiatsis.gov.au/austlang/language/y26"
"Y27","Ntrwa'ngayth","Ntraangith|Winda Winda|Ndraangit|Adetingiti|Andyinit|Linginiti|Ndrangith|Nrwaa|Tjanngayth|Mamngayt|Nraangith|Winduwinda|Ntrangith","Ntrwa'ngayth language Y27","-13.100726832048","141.638124922270","https://collection.aiatsis.gov.au/austlang/language/y27"
"Y28","Ungawangadi","Ngaawangati|Ungauwangati|Nguatangeti|Oamrokoro|Winduwinda|Ngwatangeti|Ngawataingeti","Ungawangadi language Y28","-12.649108580091","142.062319240160","https://collection.aiatsis.gov.au/austlang/language/y28"
"Y29","Yinwum","Uradhi|Ginwum|Jinwum|Tinwum|Yeemwoon|Jinwun|Yeemwoom","Yinwum language Y29","-12.700409741385","142.724572654890","https://collection.aiatsis.gov.au/austlang/language/y29"
"Y3","Meriam Mir","East Torres|Miriam|Meryam Mir|Meriam|Boigu|Buibatyalli|Errob|Erub|Garamir|Gaurareg|Maer|Maralaig|Mer|Meryam|Morolag|Sabai|Saibai|Tagota|Ugar","Meriam Mir language Y3","-9.683089797572","143.775425112090","https://collection.aiatsis.gov.au/austlang/language/y3"
"Y30","Ladamngid","Latamngit|Winduwinda|Latumngith","Ladamngid language Y30","-12.883088067644","141.832982066360","https://collection.aiatsis.gov.au/austlang/language/y30"
"Y31","Mamangathi","Awngthim|Mamngaid|Mamangidigh|Mbalidjan|Ndorndorin|Ngwatainggeti|Wikwija|Winduwinda|Angutimi","Mamangathi language Y31","-12.555159810190","141.986621573080","https://collection.aiatsis.gov.au/austlang/language/y31"
"Y32","Alngith","Alingid|Alngid|Alingit|Laynngith|Winduwinda|Lengiti|Lenngiti|Limrett","Alngith language Y32","-12.643632525571","141.926718995760","https://collection.aiatsis.gov.au/austlang/language/y32"
"Y33","Gudjandju","Bondynj|Dhambanju|Jalndhalm|Koko Maln gan|Maln gan","Gudjandju language Y33","","","https://collection.aiatsis.gov.au/austlang/language/y33"
"Y34","Aritinngithigh","Aritinngayth|Uradhi|Aritinngithig|Aretingit|Aritingiti|Adetingiti","Arritinngithigh language Y34","-12.951840977869","141.933201680130","https://collection.aiatsis.gov.au/austlang/language/y34"
"Y36","Ngkoth","Ngkoth dialects|Uradhi|Nggod|Nggoth|Ngkot|Ngor|Ngot|Nkot|Winduwinda|Gott","Ngkoth language Y36","-12.827602221663","142.052132197700","https://collection.aiatsis.gov.au/austlang/language/y36"
"Y37","Trotj","Tootj|Kauwala|Luthigh|Totj|Njuwathai|Do:dj|T?|tj","Trotj language Y37","-12.750937771973","142.405850687700","https://collection.aiatsis.gov.au/austlang/language/y37"
"Y38","Yanganyu","Gawadji|Jangkonju|Kawadji|Mälnkänidji|Night Island people|Pontunj|Pontyni|Yankanju|Yankonya|Yankonyu|Yanggondju|Yankonyu for Pontunj|Night Island people for Kawadji","Yanganyu language Y38","","","https://collection.aiatsis.gov.au/austlang/language/y38"
"Y39","Ntra'ngith","Ntrwangayth|Andaangeti|Andrendjandring|Awngthim|Ndraangid|Ndwangid|Nraangayt|Nraangith|Ntrawngayt|Winduwinda|Drwaangathi|Ndwongit","Ntra'ngith language Y39","-12.502099930087","142.109321712010","https://collection.aiatsis.gov.au/austlang/language/y39"
"Y4","Kulkalgaw Ya","Masig|Tutu|Jam|Yam","","-9.941779926779","143.039439922510","https://collection.aiatsis.gov.au/austlang/language/y4"
"Y40","Ndorndorin","Winduwinda|Windawinda|Ngwatainggeti|Wikwija|Mbalidjan|Ndomdorin","Ndorndorin language Y40","","","https://collection.aiatsis.gov.au/austlang/language/y40"
"Y41","Mbiywom","Mbiywom|Uradhi|Mbewum|KokMbewam|Kok Mbewam|KokMbewan|Mbe:wum|M Berwum|Bywoom|Kokinno|Kokimoh|Mbeiwum","Mbiywom language Y41","-12.968260083714","142.170405555580","https://collection.aiatsis.gov.au/austlang/language/y41"
"Y42","Andjingith","Anjingid|Andjingid|Andjingith |Adyingid ","Andjingith language Y42","","","https://collection.aiatsis.gov.au/austlang/language/y42"
"Y43","Kugu Muminh","Wik Muminh|Kugu/Wik Nganhcara|Kuku Muminh|Mumin|WikMuminh","Kugu Muminh language Y43","-14.420627894081","141.650986264090","https://collection.aiatsis.gov.au/austlang/language/y43"
"Y44","Kaanju / Kaantju","Cape York Peninsula Languages|etc|Kanju|Kandju|Andjingid|Andyingid|Anjungitie|Candju|Gaanydyu|Gandanju|GandjuIo|Iju|Jaalo|Jabuda|Ka:antju|Ka:ndyu|Kaantyu|Kamdheu|Kamdhue|Kandyi|Kandyu|Kantanyu|Kantju|Kantyu|Kanyu|Karndheu|Karnju|Karntju|Karnu|Karnyu|Kokin oh|Ndhyrl|Neegulada|Wijamo|Yaldiye ho|Ka ntyu|Gaandju|Kaanytju|Ka:ntju|Gandju","Kaanju / Kaantju language Y44","-13.398096294576","142.971983309830","https://collection.aiatsis.gov.au/austlang/language/y44"
"Y45","Umpila","Cape York Peninsula Languages|Ompela|Djindjanagu|Djundjanagu|Koko umpilo|Ombila|Ompeila|Oombilla|Umbila|Umpile|Umpilo|umpila|Oom billa","Umpila language Y45","-13.644200870240","143.431435748010","https://collection.aiatsis.gov.au/austlang/language/y45"
"Y46","Wik Adinda","Wik|Wikatinda|Wik Ompom|Wikampama|Wik Kalkan|Wik Ngathara|Wik Epa|Wikepa|Wik Meanha|Wikmean|Wiknatanja|Mimungkum|Wik Mungkana|Wiknantjara|Adinda|Atinda|Ia:d|Wik Tinda|Wik Atinda","Wik Adinda language Y46","-13.492805339628","141.610808130050","https://collection.aiatsis.gov.au/austlang/language/y46"
"Y47","Wik Paach","Wikapatja|Abodja|Wik Paacha|Wik-Paach","Wik Paach  language Y47","-13.345567028973","141.673268580110","https://collection.aiatsis.gov.au/austlang/language/y47"
