"language_code","language_name","language_synonym","thesaurus_heading_language","approximate_latitude_of_language_variety","approximate_longitude_of_language_variety","uri"
"S13","Bungandidj","Bungandik|Bundanditj|Buandig|Bunganditj|Bangandidj|Barconedeet|Boandik|Boandiks|Booandik|Booandik ngolo|Borandikngolo|Buandic|Bak on date|Buandik|Buanditj|Bungaditj|Bungandaetch|Bungandaetcha|Bungandaitj|Bungandidy|Bunganditjngolo|Bungandity|Burhwundeirtch|Drualat ngolonung|Mount Gambier dialect|Nguro|Pundandik|Pungandaitj|Pungandik|Pungantitj|Smokey River tribe|Pungatitj|Rivoli Bay tribe|Boandic|Drualatngolonung|Drualat Ngolonung|Booandki ngolo|Mount Gambier tribe|Bugandity|Booganity|Booganitch|Nguro people|Bungadidj|Boan diks|Smoky River tribe","Bungandidj language S13","-37.225251721763","140.511748475920","https://collection.aiatsis.gov.au/austlang/language/s13"
"S14","Meintangk","Ngarrindjeri|Jarildukald|Pirtulun|Ramindjeri|Tanganukald|Warki|Djadjala|Meintank|Painbali|Wergaia|Meindangg|Meinta:ngk|Paintjunga|Pinchunga|Pinejunga|Mootatunga|Wepulprap","Meintangk language S14","","","https://collection.aiatsis.gov.au/austlang/language/s14"
"S15","Bindjali / Bodaruwitj","Bodaruwidj|Bundyalli|Potangola|Potaruwutj|Weregadjali|Cangarabaluk|Coolucooluk|Dadiera|Danganalun|Danganegald|Dangani|Djadjala|Jaran|Kalde|Kangarabalak|Milmainjericon|Milmendjuri|Milmendura|Milmenrura|Padthaway tribe|Polenjunga|Polinjunga|Portaruwutj|Taloinjunga|Tananalun|Tangalun|Tanganalum|Tanganalun|Tanganarin|Tangane|Tanganekald|Tangani|Tanganikald|Tatiara|Tatiarra|Tattayarra|Tenggi|Tenkinyra|Thunga|Thungah|Tonggi|Tunga|Tyattyalla|Tyatyalli|Tyeddyuwurru|Wattatonga|Wepulprap|Wereka|Wereka tyalli|Werekarait|Werekatyalli|Wergaia|Wirigirek|Woychibirik|Wra gar ite|Yaran|Tatiara dialect|Polin junga|Kangara balak|Padtha way tribe","Bindjali / Bodaruwidj language S15","-36.422927674455","140.491635124720","https://collection.aiatsis.gov.au/austlang/language/s15"
"S16","Mardidjali","Martijali|Jardwadjali|Marditjali|Keribial barap|Keribialbarap|Lake Wallace tribe|Wichintunga|Wintjabarap|Witjintanga|Worangarait|Worangarit|Wragarait|language|speech","Mardidjali language S16","-36.967794207335","141.643140947440","https://collection.aiatsis.gov.au/austlang/language/s16"
"S17","Wergaia","Wergaia|Wergaya|Jupagalk|Maligundidj|Warke Warke|Wotjobalek|Buibatjali|Buibatyalli|Djadjala|Gnallbagootchyourl|Gourrbaluk|Iyattyala|Kurm me lak|Malikunditji|Malleegunditch|Tjatijala|Tyattyalla|Wattyabullak|Wimmera tribe|Woitu bullar|Worjoballuk|Wotjo ba laiuruk|Wotjobaluk|Woychibirik|Wudjubalug|Wuttyabullak|Wuttyuballeak|Warka tyalli|Weika tyalli|Wakaua|Mirdiragoort: evidently related to Wotti wotti dialect|Wirtu|Wirtoo|Wengen marongeitch|Wereka tyalli|Wereka|Worgaia","Wergaia language S17","-35.868519702683","142.120735716420","https://collection.aiatsis.gov.au/austlang/language/s17"
"S18","Ngintait","Meru|Ngawait|Erawirungand|Rankbirit|Ngaralta|Nganguruku|Ngaiawung|Inteck|Merri|Ngintadj|Nutcha|Takadok|Ngindadj|Taakadoch:Mildura tribe|Pintra|Yac yoc|Arthon|Neds Corner Station|Murray River dialect","Ngintait language S18","-34.373008233270","141.108442689460","https://collection.aiatsis.gov.au/austlang/language/s18"
"S19","Yuyu","Ngarrket|Narrinyeri|Jarijari|Jere jere|Juju|Nyerri nyerri|Yairy yairy|Yari yari|Yariki luk|Yarikiluk|Yariyari|Yarre yarre|Yarree Yarree|Yarreyarre|Yerre Yerre|Yerreyerre|Yerri yerri|Yerriyerri|Yerry yerry|YurraYurra|Yu Yu|Erawirung|Jirau|Eraweerung|Eramwir rangu|Erawiruck|Jeraruk|Yerraruck|Yirau|Yiran|Pomp malkie|Meru|You you|Rankbirit|Wilu|Willoo","Yuyu language S19","-34.098823177692","140.999327610040","https://collection.aiatsis.gov.au/austlang/language/s19"
"S2","Ramindjeri","Ngarrindjeri|Jarildukald|Meintangk|Pirtulun|Tanganukald|Warki|Ramindjerar|Ramingara|Raminyeri|Ramong|Tarbanawulun|Tarbanawalun|Ramindjari|Raminjeri|Rormear|Wirramu mejo|Narrinyeri part","Ramindjeri language S2","-35.460734760190","138.711249254680","https://collection.aiatsis.gov.au/austlang/language/s2"
"S20","Dhauwurd Wurrung","Kuurn Kopan Noot|Gournditch Mara|Gu:nditj mara|Dhautgart|wurru|Gunditjmara|Dhauwurd Wurung|Gundidjmara|Dhaurwurd Wurrung|Dhauhurtwurru|Gournditch mara|Gournditchmara|Gundidj|Gurndidjmara|Gurndidy|Gurnditjmara|Gurnditschmara|Kirurndit|Ku:nditjmara|Kunditjmara|Kuurn kopan noot|Kuurnkopannoot|Ngutuk|Nil can cone deets|Port Fairy tribe|Spring Creek tribe|Tourahonong|Villiers tribe|Weeritch Weeritch|Gurndidj|Dhauwurd wurrung as a dialect name  Dhauwurd wurrung|Dhauhurru|Thaguwurung|Tyaupurt wurung|Tyapurtwuru|Dhahurtwurru|Dhauwert woorong|Thauwertwoorong|Dauwert woorong|Dhauhwurru|Dhau urt wuru|Thaghurt wuru|Thagurtwurung|Ta ha hurrur|Dhauhurt wurru|Dhauurdwuru language|Gurnditj","Dhauwurd Wurrung language S20","-38.155612905976","141.539658523180","https://collection.aiatsis.gov.au/austlang/language/s20"
"S21","Warga Warga","Boorong|Booroung|Mirdiragoort|Waikywaiky|Wargawarga|Warkawa|Warkawarka|Weki weki|Wekiweki|Wengenmarongeitch|Werkawerka|Wirtoo|Wirtu|Waiky Waiky|Werka Werka tjali|Warka tjali|Weika tjali|Boo roung","Weki Weki language S33","","","https://collection.aiatsis.gov.au/austlang/language/s21"
"S21.1","Kulin","","","","","https://collection.aiatsis.gov.au/austlang/language/s21.1"
"S22","Djadjala","Meintangk|Meintank|Painbali|Wotjobaluk|Potaruwutj|Tattiara blacks|Tatiara tribe|Jatjalli|Tyat tyalli|Pine Plain language|Pine Plain tribe|Tyattyalli|Tatchalle|Tyat tyal la|Tyattyalla|Tyatyalli language|Tyatyalla|Tjatjala|Iyattyala|Wotjo ba laiuruk|Wuttya bullak|Wuttyuballeak|Buibatjali|buibaty alli|Wattyabullak|Woychibirik|Woitu bullar|Tjatijala|Tyatty alla|Kurm me lak|Wimmera tribe|Gourrbaluk|Gnallba gootchyourl|Malikun ditj|Malleegunditch|Potangola|Polin junga|Jaran|Yaran|Tatiara|Tattayarra|Tatiarra|Dadiera|Tyatyalli|Tyeddyuwurru|Wirigirek|Wereka|Wereka tyalli|Werekarait|Wergaia|Wra gar ite|Kangara balak|Cangarabaluk|Coolucooluk|Padtha way tribe","Djadjala language S22","-35.560478105223","141.682837395650","https://collection.aiatsis.gov.au/austlang/language/s22"
"S23","Latji Latji","Ladji Ladji|Latje Latje|Latjilatji|Baluk mernen|Banju bunan|Boraipar|Laci Laci|Laei Laei|Laitche|Laitchi Laitchi|Laitci laitci|Laitu|Laitu Laitu|Latjee Latjee|Latjoo Latjoo|Latyee Latyee|Latyoo Latyoo|Latyu latyu|Leitch Leitchi|Leitchi Leitchi|Litchee Litchee|Litchoo Litchoo|Litchy Litchy|Lutchye Lutchye|Sitchy Sitchy|Walkandwani|Woortongi|Wortongi|Ledjiledji|Latjalatji|Laitchi Laitehi","Latji Latji language S23","","","https://collection.aiatsis.gov.au/austlang/language/s23"
"S24","Jari Jari","Jarijari|Juju|Yairy yairy|Yarikiluk|Yariyari|Yarreyarre|Yerre Yerre|Yerreyerre|Yerriyerri|YurraYurra Yuyu|Yurra Yurra|Yari Yari|Yerree|Yerree tribe|Yarry yarry|Mildura dialect|Yairy Yairy|Yeiri Yeiri|Iraiprim|Yaraprim|Yaraiprim|Yairry Yairy|Yari yari|Yirri Yirri|Yerra tyalli|Yeary yeary|Jere jere|Yarree Yarree|Yarre yarre|Yerri yerri|Yerre yerre|Yerry yerry|Nyerri nyerri|Yariki luk","Jari Jari language S24","-34.766081042768","141.728279425850","https://collection.aiatsis.gov.au/austlang/language/s24"
"S25","Keerray Woorroong","Giraiwurung|Kirae|Bolaga|Bolagher|Colongulac tribe|Dantgurt|Dautgart|Dyargurt|Jarcoort|Kirawirung|Kirrae|Kirraewuurong|Kirrea|Konoug willam|Manmait|Mount Shadwell tribe|Ngutuk|Ngutung|Tantgort|Targurt|Warntallin|Girrea|Kii Wuurong|Kirrae Wuurong|Kirrae wuurong|Kirrae wuurong blood lip tribe|Kirrim kirrim wuurong|Kirru wurru|Kiri wurru|Kiriwoorong language|Girriwurru|Kir:ae|Giri wurung|Kirroe wurrong Blood Lip tribe|Kir:re","Keerray Woorroong language S25","-38.039752101252","142.880126554560","https://collection.aiatsis.gov.au/austlang/language/s25"
"S26","Djab Wurrung","Djabwurrung|Jab wurrung|Pirt Koopen Noot|Djabwurung|Tjapwurong|Dyabwurung|Tyapwurru|Chaapwurru|Pirtkopannoot|Purteetchally|Punoinjon|Kolor|Chaap Wuurong|Chaap wuurong|Chaa wuurong|Tjapwurung|Tyapwuru|Djabwuru|Pirt kopan noot|Pirt kopen noot|Purteet chally|Punoin jon|Nutcheyong|Buninjon|Kolor Kuurndit|Kooloor|Kolorer|Girri wurra|Hopkins River Tribe|Wonnin dialect|Bolakngat|Bolagher|Knindowurong","Djab Wurrung language S26","-37.774215035757","142.336629868650","https://collection.aiatsis.gov.au/austlang/language/s26"
"S26.1","Knenknenwurrung","Djadjawurung|Djappuminyon|Jaara|Jajaurung|Jajowerong|Jajowerrong|Jajowrung|Jajowurrong|Jardwa|Jurobaluk|Knenknenwurro|Knindowurrong|Nirababaluk|Nirabaluk|Panyod|Yaara|Yardwa tyalli|Yaura|Yayauring|Jajarung|Jajowrong|Jajoworrong|Ngengenwurung|Jaadwa|Ngengen wurrung|Ningin wurrou|Ninginwurrow|Nin ye noo rong|Nin ye noo ron|Nin yin woo rong|Ning we oo now er rong|Nin ying woor un|Ning yin woor|rong|Nin yin woor un|Nin yin|woor|run|Knen knen wurrong|Kneu kneu wurro|Knenkorenwurro|Knen knen wurro|Knen knen worrong|Knenkoren wurro|Ngenngenwurruo|Nindakke dou rong|Nindakke dow rong|Nindakkedowrong|Knen knen wuru|Knen knen dialect|Knin knin waru|Knin knin wuru|Knen koren wuro|Knen koren wurro|Nginanginawooro|Ngina Ngina Wooro|Kuen koren werro|Natti Yallook & Stuart Mill dialect|Hamilton dialect|Mount Rouse dialect|Hopkins River dialect|Nin Nin wurrou|Nin Nin Wurrou|Knindowurong|Ngengenwur|Ngenngen wurro|Knin Knin Wurrou|Ngengenwurrung|Ja:rewe|Mukja:dwen|Yartwur|Yarawain|Mukjarawaint|Ngengenwuru|Nandatjali|Nundatyalli|Kneu Kneu wurro|Milang burn|Djappuminyou; Djappuninyou|Dallundeer|Bulukwuro|Boolucburer|Portbulluc|Morton Plains tribe|Brapkut|Murra murra barap","Knenknenwurrung language S26.1","-37.066689779363","142.859449554130","https://collection.aiatsis.gov.au/austlang/language/s26.1"
"S27","Jardwadjali","Marditjali|Djadjawuru|Djadjawurung|Djappuminyon|Djendjuwuru|Ja jow er ong|Jaara|Jaburara|Jaburara ngaluma|Jajaorong|Jajaurung|Jajowerang|Jajowerong|Jajowerrong|Jajoworrong|Jajowrong|Jajowrung|Jajowurong|Jajowurrong|Jarjoworong|Jarrung Jarrung|Jurobaluk|Knenknenwurro|Knindowurrong|Konin|Lewurru|Lunyingbirrwurrkgooditch|Madoitja|Marduidji|Milamada|Monulgundeech|Monulgundeedh|Nirababaluk|Nirabaluk|Panyod|Pilawin|Tarra|Tarrang|Tjedjuwuru|Tyeddyuwurru|Wainawonga|Waula|Yaara|Yabola|Yang|Yardwa tyalli|Yarrayowurro|Yaura|Yayauring|Yayaurung|Jardwa|Jaadwa|Yaadwa|Yartwur|Yardwatyalli|wagwa tyalli|Yagwa tyalli|Yappa yappa dyalli|Yarawain|Ja:rewe|Ja:dwe|Jadwe|Jardwee|Jawaa|Jadwee|Yaity people|Yaitch language|Nurndar dialect|Nundatyalli|Nunda nunda tyalli|Nunda tyalli|Nandatjali|Mukja:dwen|Mukjarawaint|Mukjaranaint|Mukjarravaint|Muk jarawaint|Muk jara weint|Mukjarrawaint|Unk Jarawaint|Mukjaraivant|Mukjarawamt|Mokepille|Brapkut language|Richardson River tribe|Richardson Valley blacks|Morton Plains tribe|Lake Wallace & neighbourhood dialect|Lake Wallace tribe|Keribial barap|Madimadi|Marditali|Worangarait|Worangarit|Wrangarait|Wintjabarap|Mardidjali|Werrumbrook|Ngengenwuru|Ngenngen wurro|Knindowurong|Knenkorenwurro|Knen knen wurrong|Kneu Kneu wurro|Milang burn|Djappuminyou; Djappuninyou|Dallundeer|Bulukwuro|Boolucburer|Portbulluc|Brapkut|Murra murra barap","Jardwadjali language S27","-36.723325263873","142.568885232600","https://collection.aiatsis.gov.au/austlang/language/s27"
"S28","Dadi Dadi","Dardi Dardi|Tati Tati|Ta tati|Tatitati|Dadidadi|Tarte Tarte|Tar te tar te|Tar de Tarde|Darthy Darthy|Taa Tatty|Darthy darthy|Darty darty|Darty Darty|Ta ta thi|Tatati|Nimp mam wern|Tatathi|Tati tati thi|Tati tati tee|Tati tati ti|Darti Darti|Datti datti|Tartie tartie|Dhadatthee dialect|Ta Tathi|Tar tarthee|Darti darti|Ta Ta thi|Ta tathi|Euston tribe|Tata tata|Tati tati|Yitsa|Tathati|Tataty|Tatatha|Tatai|Taa tatty|Tunggut|Tati|Dadi dadi|Tati Tait|Dardidardi","Dadi Dadi language S28","-34.777634567882","142.838463420260","https://collection.aiatsis.gov.au/austlang/language/s28"
"S29","Wathaurong","Wadha wurrung|Wuddyawurru|Witouro|Kurung|Wadawurung|Wataurung|Bengali|Borumbeet Bulluk|Buniyong|Wada wurung|Wada wurrung|Wadawio|Waddorow|Waddowro|Wadjawuru|Wadourer|Wadthaurung|Waitowrung|Wardy yallock|Warra|Wathaurang|Wathaurung|Wathurung|Watorrong|Wiityahuurong|Witaoro|Witawurong|Witoura|Witowro|Witowurong|Witowurrong|Witowurrung|Witowurung|Witswrong|Wittyawhuurong|Woddowro|Woddowrong|Wollowurong|Woodowro|Wothowurong|Wuddyawurra|Wudja:wuru|Wudjawuru|Wudjawurung|Wudthaurung|Wadhurung|Wathawurung|Watowrong|Wartorong|Wotowrong|Watourong|Wat r ong|Woddow row|Wad thou rong|Waddow ro|Waddow|Wattowrong|Wattouerong|Wadthowrong|Wadthourong|Wadourong|Watouring|Waturong|Witowrong|Wadawerang|Waddowwerrer|dowwerrer|wer|rer|Wartarang|Wartowerang|Wartowerong|Wartow werang|Wartowrong|tow|rong|Waterwrong|Wortowerong|Watawerong|Woolowrong|Wor tow ong|Worerong|Wad dow wer rer|Wad dow wer rong|Wod|Watowerong|Waddowerong|Wad dowerong|Waddowerang|Wadong|Wadoung|Wadouro|Wadowrong|Wot tow rong|Witourong|Wadower|Wadowio|Wodowro|Widowra|Widoura|Wadowro|Wadoora|Wawtowerang|Wartowong|Wotowerong|Woodowrow|Wodourow|Wodowo|Geelong|Geelong Bay tribe|Geelong tribe|Corio natives|Wiitya whuurong|Djilong|Wod dow ro|Wudhurung|Wudhaurung|Wudhauwurung|Wadthawurung|Watchaora|Wuddiau rung|Wudthawurung|Wud tha wrung|Wuddyawea|Wudtharung|Wodowrong|Wito wu rrong|Wataurun|Wudjawuwu|Woddowerong|Woodcole tribe|Widouro|Watha wurrung|Waltaurun|Wudjawurong|Wuddjawurro|Woithurong|Wudthaurun|Woltrowurong|Watdjurang|Wathourung|Wadawurrung |Wadiwid|Wadawrang|Wateran|Water ang|Watowerang|Wadthaurang|Woddoro|Wotherwurong|Wittowurrung|Witaioro|Wad ja wurru|Wud ja warra|Wadja wurrung|Witherwerong|Wittoro|Wad dow er er|Wit ya whaurung|Wada wurung Clark 1990:309] Wathawurrung|Wod dowrong|Wudja wurung|Buninyong|Wathawurrung|Wadawurrung","Wathaurong language S29","-37.838172450317","143.921199641250","https://collection.aiatsis.gov.au/austlang/language/s29"
"S3","Portaulun","Birdawulung|Pomunfs|Poomunda|Portawulum|Putjin|Warawalda|Warawalde|Welindjeri|Welinyeri|Wellington tribe|Bordawulung|Portawulun|Potawolin|Pomunda","Portaulun language S3","-35.351719986995","139.204265167640","https://collection.aiatsis.gov.au/austlang/language/s3"
"S30","Gulidjan","Kolakngat|Kolitjon|Gulagngad|Bungilearney Colagiens|Colac conedeet|Coligan|Colijon|Colongulac|Golagngad|Karakoi|Karakoo|Kolac gnat|Kolae|Kolidjon|Koligon|Kolijon|Kolocgnat|Kulidyan|Lolifon|Lolijon|Kolacgnat|the tribe of the Colac|Col li yon tribe|Coligon tribe|Koligiate tribe|Kolack tribe|Collijon|Caligun|Calogien|Caligan|Kolifan|Koligian|Do lai jin|Colybin|Coligen|Caligon|Colijan|Colejohn|Kotigin|Kolijin|Koligan|Colack natives|Kolifon tribe|Coladjin|Calligans|Colligans|Colagins|Colack|Colac tribe|Bungilcarney colagians|Warrion tribe|Colac dialect|Kolakgnat|Kolac ngat|Colack blacks|Kullidyan|Kolaknat|Kolaknat tribe|Colajin|Coladjins|Kirakoi tribe|Karakoi tribe|Koladgin|Coar tribe|Col lai jin","Gulidjan language S30","-38.228208868419","143.695597533630","https://collection.aiatsis.gov.au/austlang/language/s30"
"S31","Kurung","Wathaurong|Wadawurung|Wataurung|Bacchus Marsh dialect|Barabal|Barabull|Barrabool|Coorong|Jibberin|Kurung jang baluk|Kurungjangbaluk|Kurunjang|Monulgundeech|Werang|Yawangi|Gurung|Barra bool","","","","https://collection.aiatsis.gov.au/austlang/language/s31"
"S31.1","Dja Dja Wurrung","Jaja wurrung|Djadjawurung|Le Wurung|Jaara|Yaara|Yaura|Yayauring|Jajaurung|Jajowurrong|Jajowrung|Jajowerong|Jajowrong|Jajoworrong|Jurobaluk|Nirabaluk|Nirababaluk|Panyod|Knenknenwurro|Djadja wurrung|Jajawong|Jargow er ong|Dadowong|Jar gow wer rong|Dardowrong|Dar dow|wer ong|Tatowrong|Tattowrong|Tellouurong|Jujourong|Jargowerang|Dardowerong|Dar|dower|ong|dow|wer|Dardowerang|Jarjoworong|Jajawerong|Jarjourong|Jajororung|Tar|tow|rong|not Jargowerong|Jargowrong|Jajourong|Jarjowrong|Jajaorog|Ja jow er ong|Loddon tribe|Loddon blacks|Jim Crow tribe|Jajauwurung|Jajaiowrung|Jajawurung|Lowurrong|Jajauwurong|Jajiwrong|Jajowurung|Jajawrung|Jajaurong|Ja jau wurung|Jajawrong|Ja jau rong|Jajauworung|Jajau worung|Ja jow wurong|Jajauwong|Jajauwrong|Ja jau rung|Jajawerung|Ja jau|Jajow wurung|Jajowong|Lewurru|Tyeddyawurru|Tyeddyuwurru|Tyeddywurru|Tyeddyuwurung|Lewurung|Djudjawurung|Ya ya dyalli|Ya ya tyalli|Yajaurung|Jajowerang|Jajau rung|Jajauwrung|Yayaurung|Jara|Jajoweroung|Ja Jowerong|Djadjawurru|Djadjuwurru|Djadjuwuru|Djadjawuru|Djedawuru|Lewuru|Yeyowong|Yeyawong|Djadja:wurung|Jajawurong|Jajaworung|Jarawurung|Yarrayowurro|Jajaorong|Jajowurong|Tjedjuwuru|Djendjuwuru|Jajaweroung|Jaara equates with Jajawurong|Yarra yowurro dialect|Jajoeroung|Jajaworrung|Jaja wurrong|Jajowurron|Jayawurron|Dja Dja Wrung|Da dow rong|Jajo wurong|Jarrung Jarrung|Tarrang|Tarra|Yabola|Monul gundeech|Monulgundeedh|Pilawin|Yang|Lunying birrwurrkgooditch","Dja Dja Wurrung language S31.1","-36.795610548766","143.674852850620","https://collection.aiatsis.gov.au/austlang/language/s31.1"
"S32","Lewurung","Lewuru|Jaara|Lewurru|Yaura|Yarrayowurro|Yayaurung|Jajaorong|Jajaurung|Jajowurrong|Jajo wurong|Jajowrong|Jarjoworong|Jajowerang|Jajowrung|Jajoworrong|Tjedjuwuru|Tyeddyuwurru|Jarrung Jarrung|Ja jow er ong|Djadjawuru|Djadjawurung|Djendjuwuru|Tarrang|Tarra|Jurobaluk|Yabola|Monul gundeech|Monulgundeedh|Pilawin|Yang|Lunying birrwurrkgooditch","Lewurung language S32","","","https://collection.aiatsis.gov.au/austlang/language/s32"
"S33","Weki Weki","Piangil|Biangil|Watiwati|Wathiwathi|Watthiwatthi|Wattewatte|Watty watty|Wotti wotti|Withaija|Wohdi Wohdi|Woani|Woonyi|Dacournditch","Weki Weki language S33","-35.036715700250","143.362231324330","https://collection.aiatsis.gov.au/austlang/language/s33"
"S35","Boonwurrung","Bun wurrung|Bunorong|Barrabool|Boonerwrung|Boon oor rong|Boongerong|Boonoor ong|Boonoorong|Boonurrong|Bunuron|Bunurong|Bunwurru|Bunwurung|Gippsland dialect|Mordialloc tribe|Putmaroo|Putnaroo|Thurung|Toturin|Boatnairo|Boatnarro|Bonurong|Bonnings|Boonnong|Boomerang|Port Phillip Aborigines|Bon gar rong|Bon ga rong|Boom ner wrong|Boomerong|Boonerong|Boong wer rong|Bounworong|Boonwoorong|Boonworong|Bonwarry|Westernport blacks|Boong|er|rong|ong|Bonwerong|Boormarong|Boonmerong|Bon worong|Boonmorong|Bon wrogon|Boonrong|Boongerang|Boon|ger|Boonwo rong|Western Port tribe|Boonurong|Bonwrong|Boungerong|Bournourong|Boongurong|Boonguerong|Boonwerung|Boonwerong|Boomeronge|Boon wurong|Coast tribe|Bun wurru|Boon wurung|Borawong|Bunoorong|Boonerang|Bunarong|Bunerong|Bunwurong|Bunwurra|Boonoorung|Boonworung|Boonwurrong|Bonourong|Bunerung|Boonooroong","Boonwurrung language S35","-38.459569464285","145.575322875950","https://collection.aiatsis.gov.au/austlang/language/s35"
"S36","Woiwurrung","Wuy wurrung|Woiworung|Wurundjeri|Coolies|Coraloon|Djadjuwuru|Gungung willam|Gunungwillam|Kukuruk|Kurunjang|Mort Noular|Mortnoular|Ngarukwillam|Nuthergalla|Oorongie|Oorongir|Urunjeri|Waarengbadawa|Wainworra|Wairwaioo|Warerong|Warorong|Warwaroo|Wavoorong|Wawoo rong|Wawoorong|Wawurong|Wawurrong|Wciwurru|Woeewoorong|Woeewoorung|Woeworung|Woiwurong|Woiwurra|Woiwurrong|Woiwurru|Woiwuru|Woiwurung|Wooeewoorong|Wowerong|Wurrundyirra baluk|Wurrunjeri|Wurunjeri|Wurunjerri|Wurunjerri baluk|Yarra Yarra|Wuywurrung|Woi wurrung|Jagger jagger tribe|Jagger Jagger tribe|Dutigalla|Dutagall|Jaga Jaga tribe|Jacky Jacky tribe|Worworong|Port Phillip tribe|Jacka Jacka tribe|Wave ver rong|Waverong|Waverang|Waworong|Wavorong|Wavarong|Wavererong|Wawarong|Waoorong|Wa wo rong|Wa ver ong|Melbourne dialect|Douta Galla|Nuther Galla|Wooworong|Warworong|Wowoorong|Waworung|Woovoorong|Wayoerong|Woeworong|Wawaurrong|Yarra Yarra tribe|Doutta Galla tribe|Nuther Galla tribe|Melbourne tribe|Bayry Binip tribe|Yarra tribe|Jigga Jigga tribe|Port Phillip blacks|Wa woorong|Yarra River tribe|Woeywurong|Woe wurung|Woewurung|Woey wurung|Woi wurung|Woi wurru|Woi worung|Wawroonong|Woeworun|Woiwoeung tribe|Kukeruk|Warweroo|Woewurong|Woi Wurung|Wauerong|Woororong|Woe wu rrong|Waewarung|Woi wurrong|Woewo rung|Wavoo rong|Yarra Yarra Coolies|Yarra|N uther Galla","Woiwurrung language S36","-37.742203254355","145.293217537580","https://collection.aiatsis.gov.au/austlang/language/s36"
"S37","Taungurung","Dhagung wurrung|Taungurong|Daundwurrung|Minjambuta|Thagunworong|Thaguwurru|Daguwuru|Taguniourung|Dhauhurtwurru|Ngooraialum|Nguralngbula|Mouralungbula|Gnurellean|Ooralim|Butherbaluk|Yawangillam|Yauungillam|Yowangillam|Thagawurung|Thagungwurrung|Woiwuru|Ta oungurong|Taguwuru|Thagunworung|Thagu wurru|Daguwura|Taguniorung|Targunwurung|Tongwo ronga|Jhongworong|Tauonyirong|Darngoorang|Ngurai alum|Yawang illam|Yowang illam|Butherabaluk|Bootheraboolok|Nerboolok|Moogulum buk|Mogullum bitch","Taungurung language S37","-37.031597879012","145.479720720180","https://collection.aiatsis.gov.au/austlang/language/s37"
"S38","Jabulajabula / Yabula Yabula","Yabala Yabala|Narinari|Pangerang|Yabola|Yabulla|Yabbilyabbila|Yabbil Yabbila|Yabula|Yabula yabula|Yillib Yilliba|Yullaba Yullaba|Joti jota|Jabalajabala|Jabula jabula|Yabulayabula|Panggarang|Pangorang|Pangurang|Pine gorine|Pine go rine|Pinegerine|Pinegorong|Bangerang|Banjga ranj|Pallaganmiddah|Yaballa|Ya bula yabula|Waningotbun|Maragan|Owanguttha|Yurt Yoorta|Moiraduban|Moitheriban","Jabulajabula / Yabula Yabula language S38","-35.710963758832","145.107143337150","https://collection.aiatsis.gov.au/austlang/language/s38"
